Topic,Model1,Model2,AverageSimilarity
15,openai4m_lnp,openai4m_lnp,0.76426256
15,openai4m_lnp,openai4m_snp,0.73772657
15,openai4m_lnp,openai4o_lnp,0.73620725
15,openai4m_lnp,openai4o_snp,0.7282793
15,openai4m_snp,flan_lnp,0.7461026
15,openai4m_snp,flan_snp,0.7461026
15,openai4m_snp,openai4m_lnp,0.73772657
15,openai4m_snp,openai4m_snp,0.7866716
15,openai4m_snp,openai4o_lnp,0.73324966
15,openai4m_snp,openai4o_snp,0.79755485
15,openai4o_lnp,flan_lnp,0.6932247
15,openai4o_lnp,flan_snp,0.6932247
15,openai4o_lnp,openai4m_lnp,0.73620725
15,openai4o_lnp,openai4m_snp,0.73324966
15,openai4o_lnp,openai4o_lnp,0.76958156
15,openai4o_lnp,openai4o_snp,0.73309195
15,openai4o_snp,flan_lnp,0.7553453
15,openai4o_snp,flan_snp,0.7553453
15,openai4o_snp,openai4m_lnp,0.72827935
15,openai4o_snp,openai4m_snp,0.79755485
15,openai4o_snp,openai4o_lnp,0.73309195
15,openai4o_snp,openai4o_snp,0.81618094
16,flan_lnp,flan_lnp,0.8127353
16,flan_lnp,flan_snp,0.8127353
16,flan_lnp,openai4m_lnp,0.62823135
16,flan_lnp,openai4m_snp,0.47065514
16,flan_lnp,openai4o_lnp,0.7002623
16,flan_lnp,openai4o_snp,0.7974924
16,flan_snp,flan_lnp,0.8127353
16,flan_snp,flan_snp,0.8127353
16,flan_snp,openai4m_lnp,0.62823135
16,flan_snp,openai4m_snp,0.47065514
16,flan_snp,openai4o_lnp,0.7002623
16,flan_snp,openai4o_snp,0.7974924
16,openai4m_lnp,flan_lnp,0.62823135
16,openai4m_lnp,flan_snp,0.62823135
16,openai4m_lnp,openai4m_lnp,0.6656987
16,openai4m_lnp,openai4m_snp,0.40883774
16,openai4m_lnp,openai4o_lnp,0.6049216
16,openai4m_lnp,openai4o_snp,0.62125957
16,openai4m_snp,flan_lnp,0.47065514
16,openai4m_snp,flan_snp,0.47065514
16,openai4m_snp,openai4m_lnp,0.40883774
16,openai4m_snp,openai4m_snp,0.6406299
16,openai4m_snp,openai4o_lnp,0.45508707
16,openai4m_snp,openai4o_snp,0.48749703
16,openai4o_lnp,flan_lnp,0.7002623
16,openai4o_lnp,flan_snp,0.7002623
16,openai4o_lnp,openai4m_lnp,0.6049216
16,openai4o_lnp,openai4m_snp,0.45508707
16,openai4o_lnp,openai4o_lnp,0.69187295
16,openai4o_lnp,openai4o_snp,0.6893964
16,openai4o_snp,flan_lnp,0.7974924
16,openai4o_snp,flan_snp,0.7974924
16,openai4o_snp,openai4m_lnp,0.6212595
16,openai4o_snp,openai4m_snp,0.48749697
16,openai4o_snp,openai4o_lnp,0.6893964
16,openai4o_snp,openai4o_snp,0.786237
17,flan_lnp,flan_lnp,0.8257686
17,flan_lnp,flan_snp,0.8257686
17,flan_lnp,openai4m_lnp,0.72481424
17,flan_lnp,openai4m_snp,0.76309144
17,flan_lnp,openai4o_lnp,0.6703759
17,flan_lnp,openai4o_snp,0.7331853
17,flan_snp,flan_lnp,0.8257686
17,flan_snp,flan_snp,0.8257686
17,flan_snp,openai4m_lnp,0.72481424
17,flan_snp,openai4m_snp,0.76309144
17,flan_snp,openai4o_lnp,0.6703759
17,flan_snp,openai4o_snp,0.7331853
17,openai4m_lnp,flan_lnp,0.7248143
17,openai4m_lnp,flan_snp,0.7248143
17,openai4m_lnp,openai4m_lnp,0.79131013
17,openai4m_lnp,openai4m_snp,0.7474998
17,openai4m_lnp,openai4o_lnp,0.7442919
17,openai4m_lnp,openai4o_snp,0.75435525
17,openai4m_snp,flan_lnp,0.76309144
17,openai4m_snp,flan_snp,0.76309144
17,openai4m_snp,openai4m_lnp,0.7474998
17,openai4m_snp,openai4m_snp,0.7679899
17,openai4m_snp,openai4o_lnp,0.6985316
17,openai4m_snp,openai4o_snp,0.7611658
17,openai4o_lnp,flan_lnp,0.6703758
17,openai4o_lnp,flan_snp,0.6703758
17,openai4o_lnp,openai4m_lnp,0.74429184
17,openai4o_lnp,openai4m_snp,0.6985316
17,openai4o_lnp,openai4o_lnp,0.7687726
17,openai4o_lnp,openai4o_snp,0.709693
17,openai4o_snp,flan_lnp,0.7331853
17,openai4o_snp,flan_snp,0.7331853
17,openai4o_snp,openai4m_lnp,0.75435525
17,openai4o_snp,openai4m_snp,0.7611658
17,openai4o_snp,openai4o_lnp,0.709693
17,openai4o_snp,openai4o_snp,0.7951854
18,flan_lnp,flan_lnp,0.8354328
18,flan_lnp,flan_snp,0.8354328
18,flan_lnp,openai4m_lnp,0.47461975
18,flan_lnp,openai4m_snp,0.50518805
18,flan_lnp,openai4o_lnp,0.4987683
18,flan_lnp,openai4o_snp,0.5190584
18,flan_snp,flan_lnp,0.8354328
18,flan_snp,flan_snp,0.8354328
18,flan_snp,openai4m_lnp,0.47461975
18,flan_snp,openai4m_snp,0.50518805
18,flan_snp,openai4o_lnp,0.4987683
18,flan_snp,openai4o_snp,0.5190584
18,openai4m_lnp,flan_lnp,0.47461975
18,openai4m_lnp,flan_snp,0.47461975
18,openai4m_lnp,openai4m_lnp,0.7718483
18,openai4m_lnp,openai4m_snp,0.5874318
18,openai4m_lnp,openai4o_lnp,0.7564986
18,openai4m_lnp,openai4o_snp,0.5990544
18,openai4m_snp,flan_lnp,0.50518805
18,openai4m_snp,flan_snp,0.50518805
18,openai4m_snp,openai4m_lnp,0.5874317
18,openai4m_snp,openai4m_snp,0.80547166
18,openai4m_snp,openai4o_lnp,0.59586436
18,openai4m_snp,openai4o_snp,0.8312988
18,openai4o_lnp,flan_lnp,0.49876836
18,openai4o_lnp,flan_snp,0.49876836
18,openai4o_lnp,openai4m_lnp,0.75649863
18,openai4o_lnp,openai4m_snp,0.59586436
18,openai4o_lnp,openai4o_lnp,0.7621462
18,openai4o_lnp,openai4o_snp,0.61001605
18,openai4o_snp,flan_lnp,0.5190584
18,openai4o_snp,flan_snp,0.5190584
18,openai4o_snp,openai4m_lnp,0.59905434
18,openai4o_snp,openai4m_snp,0.8312988
18,openai4o_snp,openai4o_lnp,0.61001605
18,openai4o_snp,openai4o_snp,0.8633861
19,flan_lnp,flan_lnp,1.0
19,flan_lnp,flan_snp,1.0
19,flan_lnp,openai4m_lnp,0.5622694
19,flan_lnp,openai4m_snp,0.7620026
19,flan_lnp,openai4o_lnp,0.6372258
19,flan_lnp,openai4o_snp,0.74522316
19,flan_snp,flan_lnp,1.0
19,flan_snp,flan_snp,1.0
19,flan_snp,openai4m_lnp,0.5622694
19,flan_snp,openai4m_snp,0.7620026
19,flan_snp,openai4o_lnp,0.6372258
19,flan_snp,openai4o_snp,0.74522316
19,openai4m_lnp,flan_lnp,0.5622694
19,openai4m_lnp,flan_snp,0.5622694
19,openai4m_lnp,openai4m_lnp,0.8036085
19,openai4m_lnp,openai4m_snp,0.5497487
19,openai4m_lnp,openai4o_lnp,0.6847001
19,openai4m_lnp,openai4o_snp,0.54629153
19,openai4m_snp,flan_lnp,0.7620026
19,openai4m_snp,flan_snp,0.7620026
19,openai4m_snp,openai4m_lnp,0.5497487
19,openai4m_snp,openai4m_snp,0.8594997
19,openai4m_snp,openai4o_lnp,0.6178902
19,openai4m_snp,openai4o_snp,0.8453884
19,openai4o_lnp,flan_lnp,0.63722587
19,openai4o_lnp,flan_snp,0.63722587
19,openai4o_lnp,openai4m_lnp,0.6847
19,openai4o_lnp,openai4m_snp,0.6178902
19,openai4o_lnp,openai4o_lnp,0.7437082
19,openai4o_lnp,openai4o_snp,0.60643375
19,openai4o_snp,flan_lnp,0.7452232
19,openai4o_snp,flan_snp,0.7452232
19,openai4o_snp,openai4m_lnp,0.54629153
19,openai4o_snp,openai4m_snp,0.84538835
19,openai4o_snp,openai4o_lnp,0.60643375
19,openai4o_snp,openai4o_snp,0.8378478
20,flan_lnp,flan_lnp,0.755013
20,flan_lnp,flan_snp,0.32699367
20,flan_lnp,openai4m_lnp,0.25721213
20,flan_lnp,openai4m_snp,0.31833187
20,flan_lnp,openai4o_lnp,0.25632152
20,flan_lnp,openai4o_snp,0.3136674
20,flan_snp,flan_lnp,0.3269937
20,flan_snp,flan_snp,1.0
20,flan_snp,openai4m_lnp,0.7832976
20,flan_snp,openai4m_snp,0.6353123
20,flan_snp,openai4o_lnp,0.8203122
20,flan_snp,openai4o_snp,0.6977318
20,openai4m_lnp,flan_lnp,0.25721213
20,openai4m_lnp,flan_snp,0.7832976
20,openai4m_lnp,openai4m_lnp,0.8065944
20,openai4m_lnp,openai4m_snp,0.7111778
20,openai4m_lnp,openai4o_lnp,0.83043396
20,openai4m_lnp,openai4o_snp,0.7422363
20,openai4m_snp,flan_lnp,0.31833187
20,openai4m_snp,flan_snp,0.6353123
20,openai4m_snp,openai4m_lnp,0.7111778
20,openai4m_snp,openai4m_snp,0.8602562
20,openai4m_snp,openai4o_lnp,0.70935684
20,openai4m_snp,openai4o_snp,0.8457841
20,openai4o_lnp,flan_lnp,0.25632152
20,openai4o_lnp,flan_snp,0.8203122
20,openai4o_lnp,openai4m_lnp,0.83043396
20,openai4o_lnp,openai4m_snp,0.70935684
20,openai4o_lnp,openai4o_lnp,0.8666141
20,openai4o_lnp,openai4o_snp,0.7465694
20,openai4o_snp,flan_lnp,0.3136674
20,openai4o_snp,flan_snp,0.69773173
20,openai4o_snp,openai4m_lnp,0.7422363
20,openai4o_snp,openai4m_snp,0.8457841
20,openai4o_snp,openai4o_lnp,0.7465694
20,openai4o_snp,openai4o_snp,0.8497386
21,flan_lnp,flan_lnp,0.8076779
21,flan_lnp,flan_snp,0.8076779
21,flan_lnp,openai4m_lnp,0.52014047
21,flan_lnp,openai4m_snp,0.50054854
21,flan_lnp,openai4o_lnp,0.50956136
21,flan_lnp,openai4o_snp,0.49293786
21,flan_snp,flan_lnp,0.8076779
21,flan_snp,flan_snp,0.8076779
21,flan_snp,openai4m_lnp,0.52014047
21,flan_snp,openai4m_snp,0.50054854
21,flan_snp,openai4o_lnp,0.50956136
21,flan_snp,openai4o_snp,0.49293786
21,openai4m_lnp,flan_lnp,0.52014047
21,openai4m_lnp,flan_snp,0.52014047
21,openai4m_lnp,openai4m_lnp,0.70856506
21,openai4m_lnp,openai4m_snp,0.64871633
21,openai4m_lnp,openai4o_lnp,0.7355995
21,openai4m_lnp,openai4o_snp,0.65144163
21,openai4m_snp,flan_lnp,0.50054854
21,openai4m_snp,flan_snp,0.50054854
21,openai4m_snp,openai4m_lnp,0.64871633
21,openai4m_snp,openai4m_snp,0.6592067
21,openai4m_snp,openai4o_lnp,0.6700604
21,openai4m_snp,openai4o_snp,0.7054251
21,openai4o_lnp,flan_lnp,0.50956136
21,openai4o_lnp,flan_snp,0.50956136
21,openai4o_lnp,openai4m_lnp,0.7355995
21,openai4o_lnp,openai4m_snp,0.67006034
21,openai4o_lnp,openai4o_lnp,0.79886645
21,openai4o_lnp,openai4o_snp,0.6705104
21,openai4o_snp,flan_lnp,0.49293786
21,openai4o_snp,flan_snp,0.49293786
21,openai4o_snp,openai4m_lnp,0.65144163
21,openai4o_snp,openai4m_snp,0.7054251
21,openai4o_snp,openai4o_lnp,0.6705104
21,openai4o_snp,openai4o_snp,0.8628467
22,flan_lnp,flan_lnp,0.81582487
22,flan_lnp,flan_snp,0.8086803
22,flan_lnp,openai4m_lnp,0.6158348
22,flan_lnp,openai4m_snp,0.5106349
22,flan_lnp,openai4o_lnp,0.6082297
22,flan_lnp,openai4o_snp,0.71062326
22,flan_snp,flan_lnp,0.8086803
22,flan_snp,flan_snp,0.80574644
22,flan_snp,openai4m_lnp,0.61565775
22,flan_snp,openai4m_snp,0.50680137
22,flan_snp,openai4o_lnp,0.6082826
22,flan_snp,openai4o_snp,0.7065196
22,openai4m_lnp,flan_lnp,0.61583483
22,openai4m_lnp,flan_snp,0.61565775
22,openai4m_lnp,openai4m_lnp,0.8299623
22,openai4m_lnp,openai4m_snp,0.740939
22,openai4m_lnp,openai4o_lnp,0.8216182
22,openai4m_lnp,openai4o_snp,0.63986576
22,openai4m_snp,flan_lnp,0.5106349
22,openai4m_snp,flan_snp,0.50680137
22,openai4m_snp,openai4m_lnp,0.740939
22,openai4m_snp,openai4m_snp,0.77842546
22,openai4m_snp,openai4o_lnp,0.7330268
22,openai4m_snp,openai4o_snp,0.5285811
22,openai4o_lnp,flan_lnp,0.60822964
22,openai4o_lnp,flan_snp,0.6082827
22,openai4o_lnp,openai4m_lnp,0.82161826
22,openai4o_lnp,openai4m_snp,0.7330268
22,openai4o_lnp,openai4o_lnp,0.8143881
22,openai4o_lnp,openai4o_snp,0.63455385
22,openai4o_snp,flan_lnp,0.71062315
22,openai4o_snp,flan_snp,0.7065196
22,openai4o_snp,openai4m_lnp,0.6398658
22,openai4o_snp,openai4m_snp,0.5285811
22,openai4o_snp,openai4o_lnp,0.6345539
22,openai4o_snp,openai4o_snp,0.7317958
23,flan_lnp,flan_lnp,0.83140045
23,flan_lnp,flan_snp,0.80302
23,flan_lnp,openai4m_lnp,0.6324837
23,flan_lnp,openai4m_snp,0.6351429
23,flan_lnp,openai4o_lnp,0.61094725
23,flan_lnp,openai4o_snp,0.7825168
23,flan_snp,flan_lnp,0.80302
23,flan_snp,flan_snp,0.8253455
23,flan_snp,openai4m_lnp,0.64758325
23,flan_snp,openai4m_snp,0.63311493
23,flan_snp,openai4o_lnp,0.63012046
23,flan_snp,openai4o_snp,0.7552385
23,openai4m_lnp,flan_lnp,0.63248366
23,openai4m_lnp,flan_snp,0.6475832
23,openai4m_lnp,openai4m_lnp,0.7230205
23,openai4m_lnp,openai4m_snp,0.6592625
23,openai4m_lnp,openai4o_lnp,0.7389978
23,openai4m_lnp,openai4o_snp,0.619786
23,openai4m_snp,flan_lnp,0.6351429
23,openai4m_snp,flan_snp,0.633115
23,openai4m_snp,openai4m_lnp,0.6592625
23,openai4m_snp,openai4m_snp,0.69742066
23,openai4m_snp,openai4o_lnp,0.66878366
23,openai4m_snp,openai4o_snp,0.6305307
23,openai4o_lnp,flan_lnp,0.61094725
23,openai4o_lnp,flan_snp,0.63012046
23,openai4o_lnp,openai4m_lnp,0.7389978
23,openai4o_lnp,openai4m_snp,0.66878366
23,openai4o_lnp,openai4o_lnp,0.76313764
23,openai4o_lnp,openai4o_snp,0.6002097
23,openai4o_snp,flan_lnp,0.78251696
23,openai4o_snp,flan_snp,0.7552385
23,openai4o_snp,openai4m_lnp,0.619786
23,openai4o_snp,openai4m_snp,0.6305307
23,openai4o_snp,openai4o_lnp,0.60020965
23,openai4o_snp,openai4o_snp,0.7638455
24,flan_lnp,flan_lnp,0.77035624
24,flan_lnp,flan_snp,0.77035624
24,flan_lnp,openai4m_lnp,0.60939866
24,flan_lnp,openai4m_snp,0.26580903
24,flan_lnp,openai4o_lnp,0.6172946
24,flan_lnp,openai4o_snp,0.67364836
24,flan_snp,flan_lnp,0.77035624
24,flan_snp,flan_snp,0.77035624
24,flan_snp,openai4m_lnp,0.60939866
24,flan_snp,openai4m_snp,0.26580903
24,flan_snp,openai4o_lnp,0.6172946
24,flan_snp,openai4o_snp,0.67364836
24,openai4m_lnp,flan_lnp,0.6093986
24,openai4m_lnp,flan_snp,0.6093986
24,openai4m_lnp,openai4m_lnp,0.72426695
24,openai4m_lnp,openai4m_snp,0.24019195
24,openai4m_lnp,openai4o_lnp,0.72481763
24,openai4m_lnp,openai4o_snp,0.5990162
24,openai4m_snp,flan_lnp,0.26580903
24,openai4m_snp,flan_snp,0.26580903
24,openai4m_snp,openai4m_lnp,0.24019198
24,openai4m_snp,openai4m_snp,0.5631592
24,openai4m_snp,openai4o_lnp,0.2686317
24,openai4m_snp,openai4o_snp,0.23672375
24,openai4o_lnp,flan_lnp,0.6172946
24,openai4o_lnp,flan_snp,0.6172946
24,openai4o_lnp,openai4m_lnp,0.72481763
24,openai4o_lnp,openai4m_snp,0.2686317
24,openai4o_lnp,openai4o_lnp,0.7343652
24,openai4o_lnp,openai4o_snp,0.6056385
24,openai4o_snp,flan_lnp,0.6736485
24,openai4o_snp,flan_snp,0.6736485
24,openai4o_snp,openai4m_lnp,0.59901613
24,openai4o_snp,openai4m_snp,0.23672375
24,openai4o_snp,openai4o_lnp,0.6056385
24,openai4o_snp,openai4o_snp,0.68116707
25,flan_lnp,flan_lnp,0.83970183
25,flan_lnp,flan_snp,0.82721347
25,flan_lnp,openai4m_lnp,0.41329223
25,flan_lnp,openai4m_snp,0.4763579
25,flan_lnp,openai4o_lnp,0.406561
25,flan_lnp,openai4o_snp,0.39200744
25,flan_snp,flan_lnp,0.82721347
25,flan_snp,flan_snp,0.83454776
25,flan_snp,openai4m_lnp,0.43610343
25,flan_snp,openai4m_snp,0.4986235
25,flan_snp,openai4o_lnp,0.428732
25,flan_snp,openai4o_snp,0.4128982
25,openai4m_lnp,flan_lnp,0.41329223
25,openai4m_lnp,flan_snp,0.43610343
25,openai4m_lnp,openai4m_lnp,0.73402876
25,openai4m_lnp,openai4m_snp,0.4642309
25,openai4m_lnp,openai4o_lnp,0.73113096
25,openai4m_lnp,openai4o_snp,0.58345
25,openai4m_snp,flan_lnp,0.4763579
25,openai4m_snp,flan_snp,0.4986235
25,openai4m_snp,openai4m_lnp,0.4642309
25,openai4m_snp,openai4m_snp,0.515465
25,openai4m_snp,openai4o_lnp,0.45077556
25,openai4m_snp,openai4o_snp,0.43298766
25,openai4o_lnp,flan_lnp,0.40656102
25,openai4o_lnp,flan_snp,0.428732
25,openai4o_lnp,openai4m_lnp,0.73113096
25,openai4o_lnp,openai4m_snp,0.4507756
25,openai4o_lnp,openai4o_lnp,0.74106306
25,openai4o_lnp,openai4o_snp,0.57558817
25,openai4o_snp,flan_lnp,0.39200744
25,openai4o_snp,flan_snp,0.41289818
25,openai4o_snp,openai4m_lnp,0.5834501
25,openai4o_snp,openai4m_snp,0.43298766
25,openai4o_snp,openai4o_lnp,0.57558817
25,openai4o_snp,openai4o_snp,0.61645055
26,flan_lnp,flan_lnp,0.83059007
26,flan_lnp,flan_snp,0.83059007
26,flan_lnp,openai4m_lnp,0.6618115
26,flan_lnp,openai4m_snp,0.74740386
26,flan_lnp,openai4o_lnp,0.7019226
26,flan_lnp,openai4o_snp,0.8049994
26,flan_snp,flan_lnp,0.83059007
26,flan_snp,flan_snp,0.83059007
26,flan_snp,openai4m_lnp,0.6618115
26,flan_snp,openai4m_snp,0.74740386
26,flan_snp,openai4o_lnp,0.7019226
26,flan_snp,openai4o_snp,0.8049994
26,openai4m_lnp,flan_lnp,0.66181135
26,openai4m_lnp,flan_snp,0.66181135
26,openai4m_lnp,openai4m_lnp,0.7481404
26,openai4m_lnp,openai4m_snp,0.63223016
26,openai4m_lnp,openai4o_lnp,0.7059346
26,openai4m_lnp,openai4o_snp,0.64266235
26,openai4m_snp,flan_lnp,0.74740386
26,openai4m_snp,flan_snp,0.74740386
26,openai4m_snp,openai4m_lnp,0.63223016
26,openai4m_snp,openai4m_snp,0.6893338
26,openai4m_snp,openai4o_lnp,0.65190417
26,openai4m_snp,openai4o_snp,0.7311296
26,openai4o_lnp,flan_lnp,0.7019226
26,openai4o_lnp,flan_snp,0.7019226
26,openai4o_lnp,openai4m_lnp,0.7059345
26,openai4o_lnp,openai4m_snp,0.65190417
26,openai4o_lnp,openai4o_lnp,0.7274387
26,openai4o_lnp,openai4o_snp,0.68395555
26,openai4o_snp,flan_lnp,0.8049995
26,openai4o_snp,flan_snp,0.8049995
26,openai4o_snp,openai4m_lnp,0.64266235
26,openai4o_snp,openai4m_snp,0.7311296
26,openai4o_snp,openai4o_lnp,0.68395555
26,openai4o_snp,openai4o_snp,0.78816575
27,flan_lnp,flan_lnp,0.83566725
27,flan_lnp,flan_snp,0.63256484
27,flan_lnp,openai4m_lnp,0.5641566
27,flan_lnp,openai4m_snp,0.5131704
27,flan_lnp,openai4o_lnp,0.627523
27,flan_lnp,openai4o_snp,0.5348967
27,flan_snp,flan_lnp,0.6325649
27,flan_snp,flan_snp,0.79187393
27,flan_snp,openai4m_lnp,0.43065408
27,flan_snp,openai4m_snp,0.4569658
27,flan_snp,openai4o_lnp,0.4512663
27,flan_snp,openai4o_snp,0.52730227
27,openai4m_lnp,flan_lnp,0.5641566
27,openai4m_lnp,flan_snp,0.43065408
27,openai4m_lnp,openai4m_lnp,0.6588591
27,openai4m_lnp,openai4m_snp,0.49285457
27,openai4m_lnp,openai4o_lnp,0.6848965
27,openai4m_lnp,openai4o_snp,0.46624038
27,openai4m_snp,flan_lnp,0.5131704
27,openai4m_snp,flan_snp,0.45696583
27,openai4m_snp,openai4m_lnp,0.49285454
27,openai4m_snp,openai4m_snp,0.49651462
27,openai4m_snp,openai4o_lnp,0.49707586
27,openai4m_snp,openai4o_snp,0.40944266
27,openai4o_lnp,flan_lnp,0.62752306
27,openai4o_lnp,flan_snp,0.4512663
27,openai4o_lnp,openai4m_lnp,0.6848965
27,openai4o_lnp,openai4m_snp,0.4970759
27,openai4o_lnp,openai4o_lnp,0.74233407
27,openai4o_lnp,openai4o_snp,0.49711105
27,openai4o_snp,flan_lnp,0.5348967
27,openai4o_snp,flan_snp,0.52730227
27,openai4o_snp,openai4m_lnp,0.46624044
27,openai4o_snp,openai4m_snp,0.40944266
27,openai4o_snp,openai4o_lnp,0.49711108
27,openai4o_snp,openai4o_snp,0.60242105
28,flan_lnp,flan_lnp,0.82134444
28,flan_lnp,flan_snp,0.78571874
28,flan_lnp,openai4m_lnp,0.23851876
28,flan_lnp,openai4m_snp,0.30936286
28,flan_lnp,openai4o_lnp,0.21024263
28,flan_lnp,openai4o_snp,0.28392184
28,flan_snp,flan_lnp,0.7857187
28,flan_snp,flan_snp,0.7858753
28,flan_snp,openai4m_lnp,0.19891056
28,flan_snp,openai4m_snp,0.28465858
28,flan_snp,openai4o_lnp,0.17398435
28,flan_snp,openai4o_snp,0.27072278
28,openai4m_lnp,flan_lnp,0.23851879
28,openai4m_lnp,flan_snp,0.19891056
28,openai4m_lnp,openai4m_lnp,0.76668626
28,openai4m_lnp,openai4m_snp,0.591032
28,openai4m_lnp,openai4o_lnp,0.73516434
28,openai4m_lnp,openai4o_snp,0.46869346
28,openai4m_snp,flan_lnp,0.30936286
28,openai4m_snp,flan_snp,0.28465858
28,openai4m_snp,openai4m_lnp,0.59103197
28,openai4m_snp,openai4m_snp,0.5926532
28,openai4m_snp,openai4o_lnp,0.5639913
28,openai4m_snp,openai4o_snp,0.5625389
28,openai4o_lnp,flan_lnp,0.21024263
28,openai4o_lnp,flan_snp,0.17398433
28,openai4o_lnp,openai4m_lnp,0.7351644
28,openai4o_lnp,openai4m_snp,0.56399125
28,openai4o_lnp,openai4o_lnp,0.78840476
28,openai4o_lnp,openai4o_snp,0.43647116
28,openai4o_snp,flan_lnp,0.28392184
28,openai4o_snp,flan_snp,0.2707228
28,openai4o_snp,openai4m_lnp,0.46869346
28,openai4o_snp,openai4m_snp,0.562539
28,openai4o_snp,openai4o_lnp,0.43647113
28,openai4o_snp,openai4o_snp,0.8138535
29,flan_lnp,flan_lnp,0.82134444
29,flan_lnp,flan_snp,0.35938388
29,flan_lnp,openai4m_lnp,0.66176003
29,flan_lnp,openai4m_snp,0.15836954
29,flan_lnp,openai4o_lnp,0.64997894
29,flan_lnp,openai4o_snp,0.16179952
29,flan_snp,flan_lnp,0.35938388
29,flan_snp,flan_snp,0.8135307
29,flan_snp,openai4m_lnp,0.35164285
29,flan_snp,openai4m_snp,0.43536705
29,flan_snp,openai4o_lnp,0.34884948
29,flan_snp,openai4o_snp,0.44442588
29,openai4m_lnp,flan_lnp,0.66176
29,openai4m_lnp,flan_snp,0.35164285
29,openai4m_lnp,openai4m_lnp,0.83540183
29,openai4m_lnp,openai4m_snp,0.46499017
29,openai4m_lnp,openai4o_lnp,0.82956696
29,openai4m_lnp,openai4o_snp,0.4332716
29,openai4m_snp,flan_lnp,0.15836956
29,openai4m_snp,flan_snp,0.43536705
29,openai4m_snp,openai4m_lnp,0.46499017
29,openai4m_snp,openai4m_snp,0.8319347
29,openai4m_snp,openai4o_lnp,0.469239
29,openai4m_snp,openai4o_snp,0.7794748
29,openai4o_lnp,flan_lnp,0.64997894
29,openai4o_lnp,flan_snp,0.34884948
29,openai4o_lnp,openai4m_lnp,0.82956696
29,openai4o_lnp,openai4m_snp,0.46923906
29,openai4o_lnp,openai4o_lnp,0.82688594
29,openai4o_lnp,openai4o_snp,0.43840724
29,openai4o_snp,flan_lnp,0.16179952
29,openai4o_snp,flan_snp,0.44442588
29,openai4o_snp,openai4m_lnp,0.43327165
29,openai4o_snp,openai4m_snp,0.7794748
29,openai4o_snp,openai4o_lnp,0.4384073
29,openai4o_snp,openai4o_snp,0.7785709
30,flan_lnp,flan_lnp,0.76060367
30,flan_lnp,flan_snp,0.76060367
30,flan_lnp,openai4m_lnp,0.6673883
30,flan_lnp,openai4m_snp,0.71842146
30,flan_lnp,openai4o_lnp,0.5589688
30,flan_lnp,openai4o_snp,0.5954325
30,flan_snp,flan_lnp,0.76060367
30,flan_snp,flan_snp,0.76060367
30,flan_snp,openai4m_lnp,0.6673883
30,flan_snp,openai4m_snp,0.71842146
30,flan_snp,openai4o_lnp,0.5589688
30,flan_snp,openai4o_snp,0.5954325
30,openai4m_lnp,flan_lnp,0.6673883
30,openai4m_lnp,flan_snp,0.6673883
30,openai4m_lnp,openai4m_lnp,0.6670075
30,openai4m_lnp,openai4m_snp,0.63503855
30,openai4m_lnp,openai4o_lnp,0.5984292
30,openai4m_lnp,openai4o_snp,0.549086
30,openai4m_snp,flan_lnp,0.71842146
30,openai4m_snp,flan_snp,0.71842146
30,openai4m_snp,openai4m_lnp,0.63503855
30,openai4m_snp,openai4m_snp,0.69295126
30,openai4m_snp,openai4o_lnp,0.52596986
30,openai4m_snp,openai4o_snp,0.5723721
30,openai4o_lnp,flan_lnp,0.5589688
30,openai4o_lnp,flan_snp,0.5589688
30,openai4o_lnp,openai4m_lnp,0.5984292
30,openai4o_lnp,openai4m_snp,0.52596986
30,openai4o_lnp,openai4o_lnp,0.6844847
30,openai4o_lnp,openai4o_snp,0.5480052
30,openai4o_snp,flan_lnp,0.5954326
30,openai4o_snp,flan_snp,0.5954326
30,openai4o_snp,openai4m_lnp,0.5490861
30,openai4o_snp,openai4m_snp,0.5723721
30,openai4o_snp,openai4o_lnp,0.5480052
30,openai4o_snp,openai4o_snp,0.59604
31,flan_lnp,flan_lnp,0.8423928
31,flan_lnp,flan_snp,0.8423928
31,flan_lnp,openai4m_lnp,0.34656417
31,flan_lnp,openai4m_snp,0.2686285
31,flan_lnp,openai4o_lnp,0.30482683
31,flan_lnp,openai4o_snp,0.2990987
31,flan_snp,flan_lnp,0.8423928
31,flan_snp,flan_snp,0.8423928
31,flan_snp,openai4m_lnp,0.34656417
31,flan_snp,openai4m_snp,0.2686285
31,flan_snp,openai4o_lnp,0.30482683
31,flan_snp,openai4o_snp,0.2990987
31,openai4m_lnp,flan_lnp,0.34656417
31,openai4m_lnp,flan_snp,0.34656417
31,openai4m_lnp,openai4m_lnp,0.7562654
31,openai4m_lnp,openai4m_snp,0.5163725
31,openai4m_lnp,openai4o_lnp,0.7207031
31,openai4m_lnp,openai4o_snp,0.6201718
31,openai4m_snp,flan_lnp,0.26862854
31,openai4m_snp,flan_snp,0.26862854
31,openai4m_snp,openai4m_lnp,0.5163725
31,openai4m_snp,openai4m_snp,0.533502
31,openai4m_snp,openai4o_lnp,0.5180978
31,openai4m_snp,openai4o_snp,0.54992104
31,openai4o_lnp,flan_lnp,0.30482683
31,openai4o_lnp,flan_snp,0.30482683
31,openai4o_lnp,openai4m_lnp,0.7207031
31,openai4o_lnp,openai4m_snp,0.5180978
31,openai4o_lnp,openai4o_lnp,0.7665659
